,name,address,min_price,max_price,currency,cuisine,description,star,comfort,delightful,services,phone,website,hours,lat,lon,url,country,country_alpha2,continent_code,USD_min_price,USD_max_price,aggregate_cuisine
1405,Le Charlemagne,"1 route des Vergelesses, Pernand-Vergelesses, 21420, France",42.0,115.0,EUR,CREATIVE,"A minimalist interior and a terrace overlooking the vineyards that produce the Corton - Charlemagne wine depict this peaceful, contemporary restaurant. Fusion cuisine that celebrates the marriage between French and Asian flavours.",1.0,3.0,0.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 3 80 21 51 45,www.lecharlemagne.fr,"Closed: Tuesday, Wednesday",47.0773501,4.849975499999999,https://guide.michelin.com/en/bourgogne-franche-comte/pernand-vergelesses/restaurant/le-charlemagne,France,FR,EU,46.81,128.18,CREATIVE
1406,La Table d'Uzès,"18 rue du Docteur-Blanchard, Uzès, 30700, France",34.0,115.0,EUR,MODERN CUISINE,"A new, enthusiastic and joyful chef, stylish table settings, an elegant interior and fresh, bold flavours. This ‘table’ has everything it takes to pamper your taste - buds. In fine weather, take a seat on the terrace, shaded by a linden tree. A genuine gastronomic treat.",1.0,2.0,1.0,"['Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 4 66 20 07 00,www.lamaisonduzes.fr,"Closed: 16 February-3 March, 22 November-8 December, Monday",44.0128,4.42108,https://guide.michelin.com/en/occitanie/uzs/restaurant/la-table-d-uzes,France,FR,EU,37.9,128.18,MODERN
1407,Yoann Conte,"13 Vieille-Route-des-Pensières, Veyrier-du-Lac, 74290, France",126.0,280.0,EUR,CREATIVE,"Yoann Conte has written a new page of the history of this institution by Lake Annecy. The blue villa has become the kingdom of fine food in a perfect match with the lake’s produce, although the chef has not forsaken his Brittany heritage. High - flying, inspired and of irreproachable quality.",2.0,3.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Garden or park', 'Great view', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Valet parking', 'American Express credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+33 4 50 09 97 49,www.yoann-conte.com,"Closed: Monday, Tuesday",45.8890126,6.1721665,https://guide.michelin.com/en/auvergne-rhone-alpes/veyrier-du-lac/restaurant/yoann-conte,France,FR,EU,140.44,312.08,CREATIVE
1408,Soléna,"5 rue Chauffour, Bordeaux, 33000, France",45.0,75.0,EUR,MODERN CUISINE,"The food is refreshingly pared down and creative (no more than three ingredients per recipe), simple and accessible, and concocted from the market produce available at the time. Victor Ostronzec is an ambitious chef, who even offers an ad hoc surprise menu for diners who feel like taking the plunge and leaving it all up to him.",1.0,1.0,0.0,"['Air conditioning', 'Establishment totally or partly reserved for non-smokers', 'Mastercard credit card', 'Visa credit card']",+33 5 57 53 28 06,www.solena-restaurant.com,"Closed: 24 February-9 March, 20 April-4 May, 10-24 August, Monday, Tuesday, Wednesday-Friday lunch",44.8405363,-0.5903560999999999,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/solena,France,FR,EU,50.16,83.59,MODERN
1409,Albert 1er,"38 route du Bouchet, Chamonix-Mont-Blanc, 74400, France",73.0,176.0,EUR,CLASSIC CUISINE,"Subtlety and experience join forces to reinterpret classical recipes. Fish from the lake, creative touches, cottage garden herbs and a fine wine list, including a magnificent selection of Yquem vintages.",1.0,4.0,0.0,"['Car park', 'Garden or park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+33 4 50 53 05 09,www.hameaualbert.fr,"Closed: 3-22 May, 18 October-4 December, Tuesday lunch, Wednesday, Thursday lunch",45.9249264,6.8739886,https://guide.michelin.com/en/auvergne-rhone-alpes/chamonix-mont-blanc/restaurant/albert-1er,France,FR,EU,81.36,196.17,CLASSIC
1410,La Villa Madie,"Avenue du Revestel, Cassis, 13260, France",115.0,228.0,EUR,MODERN CUISINE,"This restaurant has an exceptional location completely facing the waves. It has a view taking in the sea and the pines, a minimalist designer interior decor, and a terrace overlooking the sea. The food elegantly navigates culinary trends and is spot - on and tasty, and the service is impeccable. In short, a real treat!",2.0,3.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Garden or park', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 4 96 18 00 00,www.lavillamadie.com,"Closed: 2 January-5 February, Tuesday, Wednesday",43.2109459,5.5460887,https://guide.michelin.com/en/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie,France,FR,EU,128.18,254.12,MODERN
1411,L'Hysope,"25 rue de l'Aurore, La Jarrie, 17220, France",32.0,98.0,EUR,CREATIVE,"A proponent of refined and really (very) creative cuisine, the chef showcases vegetables and plants sourced from local market gardeners, as well as fish from La Rochelle's fish market. Access via a narrow pedestrian street in the heart of the village. A loyal following of regulars.",1.0,2.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Mastercard credit card', 'Visa credit card']",+33 5 46 68 52 21,www.lhysope.com,"Closed: 24 February-10 March, 22 June-7 July, 19 October-3 November, Monday, Wednesday dinner, Sunday dinner",46.1295087,-1.0098755,https://guide.michelin.com/en/nouvelle-aquitaine/la-jarrie/restaurant/l-hysope,France,FR,EU,35.67,109.23,CREATIVE
1412,Le Jardin de Benjamin,"chemin des Imberts, route de Salernes, Lorgues, 83510, France",55.0,165.0,EUR,MODERN CUISINE,"A vineyard, a five-star hotel with spa, a Michelin-starred restaurant and vegetable garden: this lovely house with an atmosphere reminiscent of Provence or Tuscany welcomes local chef Benjamin Collombat, who uses his talent to fête the Haut-Var terroir – vegetables, herbs and flowers from the garden, local cheeses, and wines from the estate.",1.0,3.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 4 94 60 49 79,www.chateauberne.com,"Closed: 5 January-13 February, Monday, Tuesday",43.5074444,6.3570383,https://guide.michelin.com/en/provence-alpes-cote-dazur/lorgues/restaurant/le-jardin-de-berne,France,FR,EU,61.3,183.91,MODERN
1413,Le Skiff Club,"1 avenue Louis-Gaume, La Teste-de-Buch, 33260, France",110.0,140.0,EUR,MODERN CUISINE,"Le Skiff Club is like a cocoon with its attractive little dining area, decorated in the style of a yacht club. The chef, Stéphane Carrade, cooks up delicious ""progressif"" cuisine de terroir, inspired by South - West France, drawing out the best from fine produce.",2.0,2.0,1.0,"['Car park', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 5 56 22 06 06,www.haaitza.com,"Closed: 7 January-1 February, Monday-Saturday lunch",44.6062906,-1.2068383,https://guide.michelin.com/en/nouvelle-aquitaine/la-teste-de-buch/restaurant/le-skiff-club,France,FR,EU,122.6,156.04,MODERN
1414,La Table,"32 rue de la Barre, Lille, 59000, France",49.0,99.0,EUR,MODERN CUISINE,"This establishment, one of the most prestigious in Lille, has entrusted its menu to a talented young chef. Thibaut Gamba, who hails from the Vosges, deploys a gamut of culinary skills acquired in France and further afield (New York, Norway) at the service of cutting - edge, mainly fish dishes. Subtle, fresh and creative!",1.0,3.0,1.0,"['Air conditioning', 'Garden or park', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 3 59 36 35 59,www.clarancehotel.com,"Closed: 9-31 August, Monday, Saturday lunch, Sunday dinner",50.638729,3.0571817,https://guide.michelin.com/en/hauts-de-france/lille/restaurant/la-table,France,FR,EU,54.61,110.34,MODERN
1415,La Table des Merville,"3 Place Pierre Richard, Castanet-Tolosan, 31320, France",30.0,120.0,EUR,MODERN CUISINE,"This glass extension on a pretty square with a terrace has kitchens that open onto the dining area, giving the impression that the chef is working among the guests. Claudie and Thierry Merville have succeeded in creating an original space in which to serve their nicely contemporary and lovingly prepared dishes!",1.0,2.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 5 62 71 24 25,www.table-des-merville.fr,"Closed: 20-26 April, 9-23 August, Monday, Sunday",43.515127299999996,1.4983052,https://guide.michelin.com/en/occitanie/castanet-tolosan/restaurant/la-table-des-merville,France,FR,EU,33.44,133.75,MODERN
1416,La Table du Connétable,"4 rue du Connétable, Chantilly, 60500, France",65.0,175.0,EUR,MODERN CUISINE,"There is no doubt that Chantilly Castle ranks among France’s top historic edifices with grounds by Le Nôtre, a museum dripping with fine art and unforgettable stables... This luxurious inn, perfectly matched to its lavish setting, is adorned with paintings and wall hangings. Expect a suave dining experience, flanked by fastidious service.",1.0,4.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers', 'Valet parking', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+33 3 44 65 50 00,www.aubergedujeudepaumechantilly.fr,"Closed: 1-14 January, 2-25 August, Monday, Tuesday-Thursday lunch, Sunday",49.19416,2.4801812,https://guide.michelin.com/en/hauts-de-france/chantilly/restaurant/la-table-du-connetable,France,FR,EU,72.45,195.05,MODERN
1417,Michel Sarran,"21 boulevard Armand-Duportal, Toulouse, 31000, France",60.0,205.0,EUR,CREATIVE,"Slightly out of the city centre, Michel Sarran's restaurant is the reference in Toulouse. It would be a sacrilege not to salute such well - executed cooking, which clearly bears the stamp of the chef's personality and showcases exceptional ingredients. The interior decor was redesigned in 2013 and also pays homage to the region.",2.0,3.0,0.0,"['Air conditioning', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 5 61 12 32 32,www.michel-sarran.com,"Closed: 1-30 August, 21-29 December, Wednesday lunch, Saturday, Sunday",43.6072355,1.4347254999999999,https://guide.michelin.com/en/occitanie/toulouse/restaurant/michel-sarran,France,FR,EU,66.87,228.49,CREATIVE
1418,Auberge de l'Ill,"2 rue de Collonges-au-Mont-d'Or, Illhaeusern, 68970, France",110.0,290.0,EUR,CLASSIC CUISINE,"It was originally only a small inn on the banks of the Ill, appreciated for its matelote made with Riesling. Over the course of the 20C, the Haeberlin family sealed its status as an institution. Simplicity, respect for ingredients, an eminently warm welcome: the legend lives on.",2.0,5.0,1.0,"['Air conditioning', 'Car park', 'Garden or park', 'Great view', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 3 89 71 89 00,www.auberge-de-l-ill.com,"Closed: 1-8 January, 2 February-4 March, Monday, Tuesday",48.18437670000001,7.433164,https://guide.michelin.com/en/grand-est/illhaeusern/restaurant/auberge-de-l-ill,France,FR,EU,122.6,323.23,CLASSIC
1419,Le Corot,"55 rue de Versailles, Ville-d'Avray, 92410, France",60.0,130.0,EUR,CREATIVE,"The young chef, who excels on the technical side, prides himself on creating up-to-the-minute cuisine. The dishes stand out for their freshness, subtlety and aestheticism. He makes the most of the ""urban harvest"" of the Potager du Roi, with dishes that fête plants and vegetables (among other ingredients) in a single set menu with five or seven courses.",1.0,3.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 1 41 15 37 00,www.etangs-corot.com,"Closed: Monday, Tuesday, Wednesday lunch, Sunday dinner",48.8220549,2.1830307,https://guide.michelin.com/en/ile-de-france/ville-d-avray/restaurant/le-corot,France,FR,EU,66.87,144.89,CREATIVE
1420,La Tour des Sens,"Lieu-dit La Tour, Tencin, 38570, France",54.0,94.0,EUR,CREATIVE,"On the upper reaches of Tencin, this Tower is a treat for the five senses! Run by the same chef since 2016 (2017 Top Chef winner), his creative, natural menus aim to stimulate the taste buds of diners and thus call upon their emotions. When the weather’s fine, why not enjoy the fabulous view of the Chartreuse range from the terrace?",1.0,1.0,0.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Garden or park', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 4 76 04 79 67,www.latourdessens.fr,"Closed: Monday, Tuesday-Wednesday lunch, Sunday",45.31327,5.96621,https://guide.michelin.com/en/auvergne-rhone-alpes/tencin/restaurant/la-tour-des-sens,France,FR,EU,60.19,104.77,CREATIVE
1421,La Table de Castigno,"Carriera de la Teuliera, Assignan, 34360, France",41.0,92.0,EUR,MODERN CUISINE,"The gourmet restaurant of this idyllic Occitan village. Trendy North European cuisine prepared by two Belgian brothers who have come through some fine establishments. Surprise menu, exceptional ingredients, mature meats, wine from the estate (organic)... and sunshine (almost) all year round. What more could we ask for?",1.0,2.0,1.0,"['Car park', 'Garden or park', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Mastercard credit card', 'Visa credit card']",+33 4 67 24 34 95,https://villagecastigno.com/,"Closed: 15 December-4 April, Tuesday, Wednesday",43.39836029999999,2.8876408,https://guide.michelin.com/en/occitanie/assignan/restaurant/la-table-de-castigno,France,FR,EU,45.7,102.54,MODERN
1422,William Frachot,"5 rue Michelet, Dijon, 21000, France",59.0,165.0,EUR,CREATIVE,"This local boy and globetrotter (England, Quebec) concocts recipes that resemble him: serious and applied, juggling international flavours with regional produce and a liberal sprinkling of inventiveness and energy. Meals are served in a distinctive interior of light wood and vine motifs, in a bid to pay tribute to its Burgundy heritage. Inspired, consummate cuisine.",2.0,3.0,1.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+33 3 80 50 88 88,www.chapeau-rouge.fr,"Closed: 1-23 January, 2-20 August, Monday, Sunday",47.3212109,5.0357080000000005,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/william-frachot,France,FR,EU,65.76,183.91,CREATIVE
1423,La Merise,"7 rue d'Eschbach, Laubach, 67580, France",48.0,100.0,EUR,MODERN CUISINE,"In this traditional Alsace house in the country, chef Cédric Deckert concocts a wonderful array of classic and intriguing dishes, featuring hand-picked ingredients. In the dining room, his wife Christelle leads a highly professional team and dispenses excellent wine-food pairing advice.",1.0,3.0,0.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+33 3 88 90 02 61,www.lamerise.alsace,"Closed: 17 February-4 March, 27 July-19 August, Monday dinner, Tuesday, Wednesday",48.879681899999994,7.7225409,https://guide.michelin.com/en/grand-est/laubach/restaurant/la-merise,France,FR,EU,53.5,111.46,MODERN
1424,La Table de la Ferme,"Vallée de l'Ortolo, Murtoli, 20100, France",195.0,195.0,EUR,CORSICAN,"In the centre of the Domaine de Murtoli (an impressive 2 500ha property, larger than Monaco), this sizeable building built in 2013 looks like a weathered old farmhouse. The restaurant, entrusted to Mathieu Pacaud, subtly elevates Corsican produce. The fish are caught opposite the estate, the saffron is supplied by the neighbour, the vegetables come from the garden and the herbs from the maquis. Impressive wine list (over 600 sorts).",1.0,3.0,1.0,"['Car park', 'Garden or park', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 4 95 71 69 24,www.murtoli.com,"Closed: 15 September-13 May, Monday lunch, Tuesday, Wednesday-Sunday lunch",41.5087775,8.9022905,https://guide.michelin.com/en/corse/murtoli/restaurant/la-table-de-la-ferme,France,FR,EU,217.34,217.34,FRENCH
1425,La Ferme de l'Hospital,"route du Golf, Bossey, 74160, France",38.0,120.0,EUR,MODERN CUISINE,"The unassuming façade of this farmhouse (once the property of the Geneva hospital) hides warm, characterful interiors. Up - to - date cuisine and carefully selected wines.",1.0,3.0,0.0,"['Air conditioning', 'Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 4 50 43 61 43,www.ferme-hospital.com,"Closed: 10 February-1 March, 28 July-18 August, Monday, Sunday",46.1537078,6.1620519,https://guide.michelin.com/en/auvergne-rhone-alpes/bossey/restaurant/la-ferme-de-l-hospital,France,FR,EU,42.35,133.75,MODERN
1426,L'Auberge des Glazicks,"7 rue de la Plage, Plomodiern, 29550, France",65.0,230.0,EUR,CREATIVE,"Inventive and a jack of all trades, Olivier Bellin has just one passion, which is cultivating the best of local fishing and Brittany's terroir. Each dish is an ode to the flavours of the region, reinvented and always just as invigorating! While you are here to sample the food, why not also stay over in one of the stylish and comfortable guestrooms?",2.0,3.0,1.0,"['Wheelchair accessible', 'Garden or park', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'Restaurant with bedrooms', 'Mastercard credit card', 'Visa credit card']",+33 2 98 81 52 32,www.aubergedesglazick.com,"Closed: 15 March-1 April, 15 November-2 December, Monday, Tuesday, Sunday dinner",48.18039,-4.235130000000001,https://guide.michelin.com/en/bretagne/plomodiern/restaurant/l-auberge-des-glazicks,France,FR,EU,72.45,256.35,CREATIVE
1427,Le Dallaison,"89 avenue Gambetta, Saintes, 17100, France",18.0,40.0,EUR,MODERN CUISINE,"What a pleasure to sample the cooking of this young chef who has worked for Emmanuel Renaut (Megève) and Anne-Sophie Pic (Valence)! Dinner is served in a pleasant dining room: mussels mouclade, free-range egg and seasonal vegetables or fillet of roasted Challans duckling. It's good, refined, well-handled cuisine from start to finish. An absolute culinary favourite.",1.0,2.0,0.0,"['Air conditioning', 'New establishment in the guide', 'Mastercard credit card', 'Visa credit card']",+33 5 46 92 08 18,www.ledallaison.com,"Closed: Monday, Tuesday lunch, Sunday",45.746669399999995,-0.6240654,https://guide.michelin.com/en/nouvelle-aquitaine/saintes/restaurant/le-dallaison,France,FR,EU,20.06,44.58,MODERN
1428,Le Prince Noir - Vivien Durand,"1 rue du Prince-Noir, Lormont, 33310, France",50.0,120.0,EUR,MODERN CUISINE,"A glass and concrete cube, a view of the Pont d'Aquitaine suspension bridge: we are off to a good start! Then Vivien Durand's cuisine... the chef reinterprets French tradition in the most natural way: the flavours are dazzling, the ingredients nicely showcased. Add to that a sincere eco-friendly approach, and you have an exemplary table.",1.0,2.0,1.0,"['Air conditioning', 'Car park', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+33 5 56 06 12 52,www.leprincenoir-restaurant.fr,"Closed: 15 August-7 September, 21 December-6 January, Saturday, Sunday",44.8780815,-0.5288223000000001,https://guide.michelin.com/en/nouvelle-aquitaine/lormont/restaurant/le-prince-noir-vivien-durand,France,FR,EU,55.73,133.75,MODERN
1429,Buerehiesel,"4 parc de l'Orangerie, Strasbourg, 67000, France",44.0,109.0,EUR,MODERN CUISINE,"An exquisite restaurant housed in a beautiful half - timbered 17C farmhouse that was dismantled from its original location and rebuilt in the Parc de l'Orangerie (with bucolic views from the conservatory dining room and terrace). Refined and reliable regional cuisine, accompanied by a wonderful choice of Alsace wines. Pleasant service.",1.0,3.0,0.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 3 88 45 56 65,www.buerehiesel.fr,"Closed: 16-27 February, 2-24 August, 24 December-4 January, Monday, Sunday",48.59115,7.7753396,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/buerehiesel,France,FR,EU,49.04,121.49,MODERN
1430,Villa de l'Étang Blanc,"2265 route de l'Étang-Blanc, Seignosse, 40510, France",35.0,75.0,EUR,MODERN CUISINE,"This restaurant offers the joys of the countryside and an up - to - date menu. Dishes include: ravioles of foie gras smoked over vine shoots, beef à la plancha, and fish of the day. A single set ‘country’ menu is served by the fireplace at lunchtime in winter. The spacious dining room and terrace overlook a pond.",1.0,1.0,1.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Garden or park', 'Great view', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Restaurant offering vegetarian menus', 'Restaurant with bedrooms', 'Mastercard credit card', 'Visa credit card']",+33 5 58 72 80 15,www.villaetangblanc.fr,"Closed: 1-5 January, 16 February-1 March, 22-26 June, Monday dinner, Tuesday, Wednesday",43.701628899999996,-1.3616462999999999,https://guide.michelin.com/en/nouvelle-aquitaine/seignosse/restaurant/villa-de-l-etang-blanc,France,FR,EU,39.01,83.59,MODERN
1431,Le Gindreau,"Le bourg, Saint-Médard, 46150, France",42.0,159.0,EUR,CREATIVE,"A former village school transformed into a restaurant. In the kitchens, Pascal Bardet (who worked for Alain Ducasse for 18 years) is truly blossoming here. He showcases the produce of the local terroir superbly, in particular truffles, about which he knows a thing or two! Terrace in the shade of the chestnut trees.",1.0,3.0,0.0,"['Air conditioning', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 5 65 36 22 27,www.legindreau.com,"Closed: 13-28 April, 19 October-17 November, Monday, Tuesday, Sunday dinner",44.5383,1.29429,https://guide.michelin.com/en/occitanie/saint-mdard/restaurant/le-gindreau,France,FR,EU,46.81,177.22,CREATIVE
1432,Maison Jeunet,"9 rue de l'Hôtel-de-Ville, Arbois, 39600, France",65.0,155.0,EUR,CREATIVE,"Without forgoing Jean-Paul Jeunet’s gastronomic heritage, Steven Naessens has asserted his own distinctive culinary identity. True to the house traditions of local produce and creativity, he dreams up superb dishes in which local delicacies are prominent: mountain sorrel, nettles, star anise, salad burnet, wild mushrooms...",2.0,3.0,0.0,"['Air conditioning', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Restaurant with bedrooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+33 3 84 66 05 67,www.maison-jeunet.com,"Closed: 13-30 January, 22 June-2 July, 19 October-5 November, Tuesday, Wednesday, Thursday",46.902863700000005,5.7727248,https://guide.michelin.com/en/bourgogne-franche-comte/arbois/restaurant/maison-jeunet,France,FR,EU,72.45,172.76,CREATIVE
1433,Auberge au Bœuf,"1 rue de l'Église, Sessenheim, 67770, France",35.0,103.0,EUR,MODERN CUISINE,"You can't help but fall under the spell of this Alsace inn with its church pews, its small museum dedicated to Goethe, and its chef, the fourth generation of the family! He proposes delicate seasonal cuisine, finely and masterfully done, based on carefully selected ingredients. Charming welcome and service.",1.0,3.0,1.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant with bedrooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+33 3 88 86 97 14,www.auberge-au-boeuf.fr,"Closed: 2-10 January, 24 February-3 March, 13-28 July, Monday, Tuesday",48.7993778,7.9858523,https://guide.michelin.com/en/grand-est/sessenheim/restaurant/auberge-au-b%C5%93uf,France,FR,EU,39.01,114.8,MODERN
1434,Fleur de Pavé,"5 rue Paul-Lelong, Paris, 75002, France",45.0,95.0,EUR,CREATIVE,"If you liked Itinéraires you will love Fleur de Pavé, where Sylvain Sendra pursues his culinary explorations with great panache. He cooks up modern dishes that draw inspiration from all over the world. The emphasis is laid squarely on flavour, thanks to the use of top-notch ingredients – such as the highly exclusive vegetables of Asafumi Yamashita.",1.0,1.0,1.0,"['Air conditioning', 'Notable wine list', 'New establishment in the guide', 'Private dining rooms']",+33 1 40 26 38 87,www.fleurdepave.com,"Closed: Saturday, Sunday",48.8677,2.34333,https://guide.michelin.com/en/ile-de-france/paris/restaurant/fleur-de-pave,France,FR,EU,50.16,105.88,CREATIVE
1435,Auberge de Montfleury,"200 route des Cépages, à St-Germain, Saint-Germain, 07170, France",25.0,87.0,EUR,MODERN CUISINE,"The chef, a true enthusiast, serves very beautiful dishes in which terroir and modernity go head to head. The ingredients are good quality and the recipes reflect a genuine desire to please. His wife does not rest on her laurels: she provides service that is friendly, efficient and always with a smile.",1.0,2.0,0.0,"['Car park', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+33 4 75 94 74 13,www.auberge-de-montfleury.fr,"Closed: 2-8 January, 2-8 March, 15-21 June, 16-29 November, Monday, Tuesday, Sunday dinner",44.563615500000004,4.4711772000000005,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-germain/restaurant/auberge-de-montfleury,France,FR,EU,27.86,96.97,MODERN
1436,Pierre Reboul,"260 rue Guillaume-du-Vair, Aix-en-Provence, 13290, France",59.0,149.0,EUR,CREATIVE,"It is a pleasure to go and find Pierre Reboul in this imposing 14C residence situated in a shopping area on the outskirts of Aix. He confirms his talent with original and bold cuisine, in which the astute interplay of flavours is served by faultless technique. Vast terrace in the shade of the trees.",1.0,2.0,1.0,"['Car park', 'Garden or park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant with bedrooms', 'Mastercard credit card', 'Visa credit card', 'American Express credit card']",+33 4 42 52 27 27,www.chateaudelapioline.com,"Closed: Monday, Sunday",43.508007,5.405486,https://guide.michelin.com/en/provence-alpes-cote-dazur/aix-en-provence/restaurant/pierre-reboul,France,FR,EU,65.76,166.07,CREATIVE
1437,La Bonne Étape,"Chemin du Lac, Château-Arnoux, 04600, France",35.0,115.0,EUR,PROVENÇAL,The classic menu is a blend of French gastronomic tradition and the inevitable Provencal dishes. The setting – a fine local bourgeois building – only adds to the pleasure.,1.0,3.0,1.0,"['Air conditioning', 'Car park', 'Garden or park', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+33 4 92 64 00 09,www.bonneetape.com,"Closed: 1 January-13 February, Monday, Tuesday",44.0935978,6.010534,https://guide.michelin.com/en/provence-alpes-cote-dazur/chteau-arnoux/restaurant/la-bonne-etape,France,FR,EU,39.01,128.18,FRENCH
