,name,address,min_price,max_price,currency,cuisine,description,star,comfort,delightful,services,phone,website,hours,lat,lon,url,country,country_alpha2,continent_code,USD_min_price,USD_max_price,aggregate_cuisine,coast,region
118,Crown Shy,"70 Pine St., New York, 10005, United States",50.0,75.0,USD,CONTEMPORARY,"This stunning debut, courtesy of Eleven Madison Park alum, Chef James Kent, is located in the landmark art deco tower, 70 Pine Street. The gorgeous lobby leads to a clean, sleek and modern dining room, replete with soaring ceilings, polished marble floors and expansive windows. It’s a feast for the eyes, no doubt, but the real star at this buzzy location is the exquisite meal to follow. To call the tender, otherworldly Gruyère fritters a “fritter” at all seems a disservice to the lightly fried choux pastry that arrives, piped with nutty cheese and dusted with lime and chili. An impossibly silky starter of white bean hummus is equally sensational, when paired with warm, fresh puffy pooris and topped with toasted pignoli nuts, roasted herbs and spicy ’nduja. Chef Kent’s menu is thoughtful and meticulously detailed, with an appealing selection of crudo, like charred carrot ""sticks"" set over sliced razor clams and surrounded by a lemon-thyme foam. Pastas and other mains also delight—the latter might entail flaky branzino arranged with green tomatoes and radish; grilled pork chop with Asian pear and mustard; or roasted short rib for two, with braised ends, quinoa and chimichurri.",1.0,3.0,0.0,"['Air conditioning', 'Notable cocktail list', 'Wheelchair accessible', 'New establishment in the guide', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms']",+1 212-517-1932,www.crownshy.nyc,Closed: Monday-Sunday lunch,40.7067068,-74.00872059999998,https://guide.michelin.com/en/new-york-state/new-york/restaurant/crown-shy,United States,US,,50.0,75.0,CONTEMPORARY,1,NY
119,Jewel Bako,"239 E. 5th St., New York, 10003, United States",50.0,160.0,USD,JAPANESE,"Only a discreetly marked door and tiny glass windows signal the entrance to this beloved sushi bijou. Once inside, you’ll discover an elegant scene highlighting sloped bamboo slats that frame a row of beautifully plated, close-knit tables. There’s a gorgeous blonde wood sushi bar in the back, while gentle jazz music plays in the background. It's all very appealing and particularly serene. Service is excellent, and begins at the door as they whisk away your belongings. These waiters have an eagle eye for detail, managing to be so unobtrusive that you’re able to enjoy intimate conversation. You can choose from multiple options—pick from a wide variety of fish à la carte or leave it up to the talented chef by going with the fixed-price omakase. Either way, you’re in for a culinary treat. The quality and seriousness of the kitchen remain excellent with each passing year, turning out exquisite dishes like pearly cod fillet, a boundary-pushing dish that is very memorable. The sashimi that follows is equally astounding, from the slicing technique to the fish quality, much of it seasonal and flown in directly from Japan. Even the nice selection of sake shows a careful eye for detail.",1.0,1.0,1.0,"['Air conditioning', 'Establishment totally or partly reserved for non-smokers', 'Notable sake list']",+1 212-979-1012,www.jewelbakosushi.com,"Closed: Monday-Saturday lunch, Sunday",40.727081,-73.98952609999998,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jewel-bako,United States,US,,50.0,160.0,JAPANESE,1,NY
120,Atera,"77 Worth St., New York, 10013, United States",149.0,285.0,USD,CONTEMPORARY,"Counter dining can sometimes mean lots of elbows and competitive eaters who enjoy flaunting their food knowledge in front of others. Fortunately, the three-sided counter here at Atera is large enough to ensure you’re sufficiently far from your fellow diners as well as a certain level of privacy while still letting you enjoy the communal, immersive experience. Things are certainly more grown-up and a little less rock-n-roll here than in similarly styled places: there’s barely a tattoo in sight and the soundtrack appears to have been chosen by someone who doesn’t care that much for music. But, it is needed because there can be pauses in conversation when everyone is facing forward. Danish chef Ronny Emborg and his team serve up a nightly menu of around 20 courses, progressing from the light and subtle to the rich and robust. There may be plenty of tweezer action from the chefs as they plate up their beguiling creations, but they know that there’s nowhere to hide when food is this precise and delicate. Dishes also deliver on the promise that their beauty suggests, whether that’s the creamy scallop with crisp celery or the succulent loin of lamb with snap peas.",2.0,2.0,1.0,"['Air conditioning', 'Notable cocktail list', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms']",+1 212-226-1444,www.ateranyc.com,"Closed: Monday, Tuesday-Saturday lunch, Sunday",40.716797,-74.00565,https://guide.michelin.com/en/new-york-state/new-york/restaurant/atera,United States,US,,149.0,285.0,CONTEMPORARY,1,NY
121,Sushi Noz,"181 E. 78th St., New York, 10075, United States",75.0,150.0,USD,JAPANESE,"Set on a tree-lined street in the Upper East Side, Sushi Noz may blend in with its surrounds, but glide past the sliding door and suddenly you’re no longer in New York. Every detail has been painstakingly selected (and imported) to recreate an intimate Japanese refuge and the result is breathtaking. The Ash Room seats seven at the counter and offers a pure expression of seasonal nigiri, while the 200-year-old Hinoki Counter is where Chef Nozomu Abe presides and prepares a tasting menu of small plates in addition to the seasonal omakase. There is a clear element of luxury coursing through the veins of this hideaway. The chef's omakase is considerably impressive, exuding personality and confidence by virtue of product that is expertly aged and handled. Diners are in for a treat as this master seasons rice, deftly slices fish and sears fatty tuna collar under the blazing-hot binchotan. The sushi is masterfully crafted from catch procured directly from Tokyo's Toyosu market and points beyond (imagine the likes of Norwegian crab and Spanish bluefin tuna). Highlights include Kyushu uni, toro take, char-grilled otoro, and the divine egg yolk and anchovy hand roll.",1.0,2.0,0.0,"['Air conditioning', 'Establishment totally or partly reserved for non-smokers']",+1 917-338-1792,www.sushinoz.com,"Closed: Monday-Saturday lunch, Sunday",40.77384,-73.958275,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-noz,United States,US,,75.0,150.0,JAPANESE,1,NY
122,Blue Hill,"75 Washington Pl., New York, 10011, United States",95.0,108.0,USD,AMERICAN,"Knowing when to leave something alone, whether you’re a painter, singer or cook, requires confidence in your material and your own ability. Here at Blue Hill, Dan Barber’s kitchen displays its utter trust in the products at hand not only by not interfering with them too much but also giving them space in which their natural flavors can shine. This intimate, sophisticated space is as popular as ever and the team clearly shares the chef's passion and pride. The “farm to fork” mantra may be something of a cliché today, but this chef demonstrates that the startlingly obvious equation of great seasonal ingredients equals great food remains the cornerstone of every serious restaurant. A majority of ingredients come from Stone Barns Center in Westchester County and the eponymous farm in Massachusetts. Diners decide between a six-course “Farmer’s Feast” tasting or a four-course “Daily Menu. "" Dishes are described in refreshingly terse terms to reflect the relative simplicity of what’s on the plate, whether that’s parsnip grits with a jammy egg yolk or Montauk black bass with dill purée. Food waste is even transformed into treasure here, as in the juice pulp burger with crisp polenta fries.",1.0,2.0,0.0,"['Notable cocktail list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus']",+1 212-539-1776,www.bluehillfarm.com,Closed: Monday-Sunday lunch,40.7319711,-73.9996385,https://guide.michelin.com/en/new-york-state/new-york/restaurant/blue-hill,United States,US,,95.0,108.0,AMERICAN,1,NY
123,Kajitsu,"125 E. 39th St., New York, 10016, United States",97.0,127.0,USD,JAPANESE,"It’s the way of the modern world that we think of the changing of the seasons more in terms of our wardrobe rather than our food—but a meal at Kajitsu could change that. This Japanese vegan restaurant serves shojin cuisine based on the precepts of Buddhism—if you’re in search of an antidote to the plethora of steakhouses in the city, this is it. The traditionally decorated space on the second floor is a sanctuary of peace and tranquility and offers table or counter seating and service that is as charming as it is earnest. Such is the skill of the kitchen you’ll forget in no time about the absence of fish or meat. It’s all about balance, harmony and simplicity—and allowing the ingredients’ natural flavors to shine, whether it’s the delicate onion soup with mizuna and potato, or the visually arresting hassun which could include everything from mountain yam to burdock root. Your period of contemplation and newfound respect for your fellow man may come to a juddering halt when you find yourself back on Lexington but, for a few moments at least, you’ll feel you connected with nature.",1.0,2.0,0.0,"['Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Notable sake list']",+1 212-228-4873,www.kajitsunyc.com,"Closed: Monday, Tuesday-Sunday lunch",40.7499602,-73.97811309999999,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kajitsu,United States,US,,97.0,127.0,JAPANESE,1,NY
124,NoMad,"1170 Broadway, New York, 10001, United States",50.0,150.0,USD,CONTEMPORARY,"Battle past the gathering crowds and you’ll find yourself in the seductive surroundings of a restored Beaux-Arts building that hosts the NoMad hotel. One reason for its continued popularity is that Daniel Humm, of Eleven Madison Park, presides over its restaurant. In contrast to the illustrious flagship, the cooking here is less intricate and more approachable, but still undertaken with considerable skill. Attempting “variations” of Brussels sprouts would be quite a reach for many a chef, yet here demonstrates a kitchen’s ability to turn the ordinary into the sublime. While whole-roasted poulet with black truffle and foie gras is a clear signature, the menu also offers an impressive take on vegetables—as seen in the wonderfully ripe tomatoes with marinated peaches. Accompanying it all is a terrific wine and cocktail list, as well as a dedicated repertoire of mocktails. To be in the heart of the action, ask for a table in the glass-ceilinged Atrium, even though it can be something of a thoroughfare for those going to the adjoining bar. The Parlour, true to its original meaning, is the better choice for diners who want their conversations to involve less bellowing and more privacy.",1.0,2.0,1.0,"['Air conditioning', 'Brunch', 'Notable cocktail list', 'Wheelchair accessible', 'Notable beer list', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Open for breakfast', 'Private dining rooms', 'Lift']",+1 212-796-1500,www.thenomadhotel.com,Open lunch & dinner daily,40.7449845,-73.9889079,https://guide.michelin.com/en/new-york-state/new-york/restaurant/nomad,United States,US,,50.0,150.0,CONTEMPORARY,1,NY
125,The Musket Room,"265 Elizabeth St., New York, 10012, United States",75.0,160.0,USD,CONTEMPORARY,"Matt Lambert may as well be the de facto ambassador for New Zealand's bountiful cuisine. For a chef raised in a country famous for its rugged terrain and affinity for game, his contemporary cooking is surprisingly subtle and thoughtful. His warm and inviting dining room fits seamlessly into this neighborhood, with a 20-foot walnut timbered bar and exposed brick walls. Sure, the space is rustic, but in a stunning, well-designed way. Service is relaxed yet practiced, which complements the nature of this food. Chef Lambert’s menu shows a mastery of all modern culinary techniques, and the ingredients are sourced both locally—sometimes as near as the restaurant's back garden—as well as from his motherland. Kick things off with impossibly addictive monkey bread with black Maldon sea salt. Next up, Ora king salmon, its richness counterpoised with apple gel and horseradish espuma. Patùànuku (or Mother Nature in Màori tradition) may then unveil quail with luscious blackberry and bread sauce, followed by Canterbury beef Wellington roasted to pink perfection. Sweet fiends won't be sorry after sampling such complex desserts as passion fruit pavlova, presented as a beautiful meringue filled with fruit curd.",1.0,2.0,0.0,"['Air conditioning', 'Notable cocktail list', 'Establishment totally or partly reserved for non-smokers']",+1 212-219-0764,www.themusketroom.com,Closed: Monday-Sunday lunch,40.72391500000001,-73.99375,https://guide.michelin.com/en/new-york-state/new-york/restaurant/the-musket-room,United States,US,,75.0,160.0,CONTEMPORARY,1,NY
126,ZZ’s Clam Bar,"169 Thompson St., New York, 10012, United States",75.0,150.0,USD,SEAFOOD,"If you forget about your bank statement, don’t arrive faint with hunger and leave your cynicism at the door—you’ll love ZZ’s Clam Bar. With just four marble tables and a small counter, this is as intimate as it gets. But you first have to navigate the bouncer at the door who’ll only allow admittance with a reservation. This at least ensures that, when you’re inside this bijou spot, the door doesn’t swing open every minute. Once in, you’re handed a cocktail list—these are, without doubt, some of the best in town and fully justify the lofty prices. The short seafood menu comes with a couple of choices under headings like “crudo,” “seared” and “ceviche. ” Before you do anything else, order the trout roe on toast—it’s a beautiful thing and will linger long in the memory. This is not the place for everyone. Some won’t see past some of the more pretentious elements and affectations and the prices can be eye-watering—the Chianina beef carpaccio comes in at over $100. However, judicious ordering before you plunge into the cocktails, like having clams instead of caviar, can at least keep your final bill from escalating too wildly. It also helps that the place is run with considerable charm, patience and care.",1.0,1.0,1.0,"['Air conditioning', 'Notable cocktail list', 'Establishment totally or partly reserved for non-smokers']",+1 212-254-3000,www.zzsclambar.com,"Closed: Monday, Tuesday-Saturday lunch, Sunday",40.727646,-74.00046,https://guide.michelin.com/en/new-york-state/new-york/restaurant/zz-s-clam-bar,United States,US,,75.0,150.0,SEAFOOD,1,NY
127,Oxalis,"791 Washington Ave., Brooklyn, 11238, United States",60.0,60.0,USD,CONTEMPORARY,"Settled merely steps away from the Brooklyn Museum, this sleek and sparse location is a jewel in the city's dining crown. Enter to find yourself immediately peering into a long galley kitchen; the bar is set back, within a pretty enclosed atrium. Stark walls with cream wainscoting, brass-and-white globe lighting, and a distressed wood-paneled ceiling all set the stage for creative cooking, punctuated by seasonality and complexity. Well-priced, product-driven tasting menus make this dining experience utterly enjoyable. Snag a table by the chef’s station to witness the action—like luscious uni being dolloped over miso-cured scallops in a delicious apple- and Thai chili-broth. Snappy rutabaga noodles then arrive covered in fontina cream with notes of deep and rich chicory. Your meal may reach its peak thanks to koji-rubbed smoked beef, or bright Steelhead trout with a bergamot-infused cream sauce. Desserts too attest to the kitchen's creative vision and deep culinary wisdom. Highlights may include caramelized white chocolate cream with Meyer lemon curd and meringue triangles, or a ""chocolate bar"" layering a dark shortbread cookie with decadent chocolate-sesame ganache.",1.0,2.0,0.0,"['Air conditioning', 'Brunch', 'New establishment in the guide', 'Establishment totally or partly reserved for non-smokers']",+1 347-627-8298,www.oxalisnyc.com,"Closed: Monday, Tuesday-Saturday lunch, Sunday dinner",40.672912200000006,-73.9627166,https://guide.michelin.com/en/new-york-state/brooklyn/restaurant/oxalis,United States,US,,60.0,60.0,CONTEMPORARY,1,NY
128,Oxomoco,"128 Greenpoint Ave., Brooklyn, 11222, United States",50.0,75.0,USD,MEXICAN,"Don’t let the sunny, easygoing vibe at Oxomoco fool you. This is a serious restaurant, capable of great magic when cooking in its wood-fired oven. The attractive interior feels like a resort, with a long bar, giant skylight to maximize the natural light of such a narrow space, and outdoor patio. The room is lively and packed but always conducive to conversations. Tacos may be the main draw, especially when their delightful tortillas are piled with superb lamb barbacoa or soft-shell crab. However, this kitchen doesn’t stick to one dish or even area of Mexico. Instead, it reaches widely across myriad regions, always balancing abundance with fresh and vibrant flavors. The menu entices with its tempting large and small items, including tropical hamachi agua chile or the tlayuda crafted from smoky corn on a crisp shell. Other highlights include the brined, fried and smoked “giant chicken. "" Apprised diners know never to pass up on such ace plates as the clever and totally original hoja santa curd, accompanied by roasted strawberries, raspberry granita and finished with spicy olive oil. The three-tiered tres leches cake is a savory and none-too-sweet delicacy, enriched with grilled peaches.",1.0,2.0,0.0,"['Brunch', 'Establishment totally or partly reserved for non-smokers']",+1 646-688-4180,www.oxomoconyc.com,Open lunch & dinner daily,40.730057,-73.95538,https://guide.michelin.com/en/new-york-state/brooklyn/restaurant/oxomoco,United States,US,,50.0,75.0,MEXICAN,1,NY
129,Meadowsweet,"149 Broadway, Brooklyn, 11212, United States",50.0,75.0,USD,MEDITERRANEAN CUISINE,"Tucked next to the steely skeleton of the Williamsburg Bridge, Meadowsweet cuts a stylish industrial figure with its glass-fronted façade, whitewashed brick walls and original mosaic-tiled floors. Leather banquettes line the wall, and pendant bulbs illuminate one of several beautiful oil paintings of a meadow. Inside, the restaurant jumps with Williamsburg’s finest—along with more than a few bridge-hoppers from Manhattan and beyond. And that’s on a slow night. The fuss is quite merited. Despite ample competition in this section of town, Chef/owner Polo Dobkin and wife, Stephanie Lempert, manage to elevate the kitchen’s dishes into next-level territory, and they do so in a lovely, urbane setting with loads of charm and friendly service. The inventive American menu gets a lift from Mediterranean accents: fried artichokes served with a tangle of bitter-spicy arugula in a creamy vinaigrette are positively addictive. Crisped black bass with a parsley root velouté sings with a side of green apple cabbage, which is flecked with chunks of smoky bacon. There’s an impressive list of cocktails and wine; not to mention a globetrotting beer selection ranging from Austrian lagers to Japanese ales.",1.0,2.0,0.0,"['Brunch', 'Notable cocktail list', 'Wheelchair accessible', 'Notable beer list', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers']",+1 718-384-0673,www.meadowsweetnyc.com,"Closed: Monday lunch, Tuesday, Wednesday lunch",40.710354,-73.96316999999998,https://guide.michelin.com/en/new-york-state/brooklyn/restaurant/meadowsweet,United States,US,,50.0,75.0,MEDITERRANEAN,1,NY
130,The River Café,"1 Water St., Brooklyn, 11201, United States",54.0,175.0,USD,CONTEMPORARY,"Some things in life are worth dressing up for, and a visit to the illustrious River Café is certainly one of them. It enjoys, without question, one of the greatest settings of any restaurant, lying as it does in the shadow of the Brooklyn Bridge. In fact, the cityscape views are so spectacular, the ordering of a Manhattan as your pre-prandial cocktail seems the only obvious choice. The entire place also oozes romance. A regiment of experienced, white-jacketed waitstaff keep the whole operation ticking along like the well-oiled machine it is—and they can probably spot an impending marriage proposal even before the potential groom has left his seat. However, don’t come thinking that the food here will be playing second fiddle to the stellar views. In fact, it provides the perfect match for the setting. The ingredients are top-notch and the kitchen team has an inherent understanding of what goes with what—imagine succulent pork belly with scallops for example, or even glistening duck breast with sweet potato spätzle. It also knows that good cooking is not about showing how clever it is but about creating dishes that are at once balanced, easy to eat and eminently satisfying.",1.0,2.0,1.0,"['Air conditioning', 'Brunch', 'Car park', 'Garden or park', 'Great view', 'Establishment totally or partly reserved for non-smokers', 'Open for breakfast', 'Private dining rooms', 'Valet parking']",+1 718-522-5200,www.rivercafe.com,Closed: Monday-Friday lunch,40.7034279,-73.9942984,https://guide.michelin.com/en/new-york-state/brooklyn/restaurant/the-river-cafe,United States,US,,54.0,175.0,CONTEMPORARY,1,NY
131,Jean-Georges,"1 Central Park West, New York, 10023, United States",68.0,248.0,USD,CONTEMPORARY,"The longevity of Chef Jean-Georges Vongerichten’s flagship restaurant can be attributed to a combination of factors—a sumptuous dining room with a superior location, a discreet atmosphere, as well as its contemporary French cuisine. There is a stirring attention to detail in every course offered here. Dishes showcase everything from seasonal product impeccably treated and thoughtfully garnished, to nuanced flavor combinations. Classical French techniques underpin the cooking, although you’ll come across subtle influences of a more global heritage, including yuzu with sea urchin, or chipotle with shrimp. Desserts are more elaborate and the ingredients come from the luxury end of the counter. Like walking through Business Class on your way to First, you have to pass through the appealingly buzzy Nougatine to get to this restaurant. The low-slung chairs and large tables mean you need a certain confidence in your conversational delivery if you want to entertain the whole table. If you’re here on a date, which many appear to be, you could find yourself sitting side-by-side—the new orthodoxy of dining à deux.",2.0,4.0,1.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Valet parking', 'Restaurant offering vegetarian menus']",+1 212-299-3900,www.jean-georgesrestaurant.com,Open lunch & dinner daily,40.76907,-73.98155,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jean-georges,United States,US,,68.0,248.0,CONTEMPORARY,1,NY
132,Marea,"240 Central Park South, New York, 10019, United States",63.0,150.0,USD,SEAFOOD,"Gorgeous and sophisticated, Marea couldn’t really be found anywhere other than Central Park South. This ritzy, light-flooded dining room, dressed to the nines with high-gloss Indonesian rosewood, is always filled with movers and shakers. It's hard to beat this scene, but the food has its own appeal. Fish and shellfish are the focus of this ambitious, Italian-leaning carte—quality of ingredients and condition play equal parts in their preparation. Nothing commences a meal here like the crudo (and this kitchen offers around 12 to choose from), but other generously sized antipasti, like grilled octopus with smoked potatoes or Nova Scotia lobster paired with burrata offer comfort and flavor. House-made pastas remain a highlight, as seen in the gnocchetti tossed with tomatoes, shrimp, chilies, and rosemary oil. But if you're craving something different, get the spigola striata—or striped sea bass—served with smoky grilled leeks and tender butter beans. As an homage to this kitchen's creative spirit, desserts like the mascarpone panna cotta are augmented by a cashew tuile, huckleberry mostarda and a scoop of prickly pear sorbet.",1.0,3.0,1.0,"['Air conditioning', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Visa credit card']",+1 212-582-5100,www.marea-nyc.com,Open lunch & dinner daily,40.767619,-73.9810681,https://guide.michelin.com/en/new-york-state/new-york/restaurant/marea,United States,US,,63.0,150.0,SEAFOOD,1,NY
133,Blanca,"261 Moore St., Brooklyn, 11206, United States",149.0,198.0,USD,CONTEMPORARY,"This gleaming kitchen for serious eaters is located deep within the compound that helped elevate this industrial quadrant of Bushwick into a perch for haute cuisine. It takes a bit of a luck to score a seat at Blanca, as seating is limited and very much in demand, but you'll feel blessed indeed once you settle in. Here, products and dishes take inspiration from around the world, while warm, fluid service keeps the mood friendly among the small group. Blanca serves a carefully conceived multi-course tasting that promises immense creativity and an artist’s ability to weave an unforgettable experience. This is dinner theater, with all eyes fixed on the open kitchen of Chef Carlo Mirarchi quietly turning out plates of perfection. The execution, even in simple dishes, is par excellence. Menus aren’t presented until the end of the meal, but list dishes like sunflower seed “milk” topped with Pink Lady apple cubes and a mouth-coating grating of foie gras, tied together with chili and salt flakes. Fantastic pastas include tightly wound strands of cavatappi tossed in a spicy, creamy sauce made ultra-rich with the addition of Hokkaido uni. Makrut lime makes coconut ice and cashew ice cream refreshing and quite delicious.",2.0,2.0,0.0,"['Air conditioning', 'Establishment totally or partly reserved for non-smokers']",+1 347-799-2807,www.blancanyc.com,"Closed: Monday, Tuesday, Wednesday-Saturday lunch, Sunday",40.7049906,-73.9336873,https://guide.michelin.com/en/new-york-state/brooklyn/restaurant/blanca,United States,US,,149.0,198.0,CONTEMPORARY,1,NY
134,odo,"17 W. 20th St., New York, 10011, United States",200.0,200.0,USD,JAPANESE,"Make your way past the front bar area and solid, nearly secret door to discover this quiet and elegant culinary haven. Despite a clandestine vibe and handful of seats, the dining room buzzes with eager diners and locals in-the-know. Low lighting creates a sultry aura and a brigade of courteous servers attends to the pristine 14-seat counter with ease and enthusiasm. The space feels particularly intimate and private—and is perfect for a romantic tryst. Plush leather seats, a gleaming open kitchen and top-notch fittings hint at a classic and celebratory meal. The kaiseki follows a distinct format by starting with a seasonal small plate to precede soup, a grilled dish and fried preparation. Sushi, like fluke with yuzu kosho or aged squid with grated bottarga, is an added bonus on the menu, which mostly features ingredients that are procured locally and presented artfully. Get started with sakizuke, perhaps featuring broccoli rabe and fried taro with seared Long Island unagi tossed in a sesame dressing. Then move on to an intensely flavorful owan, soup course, with Alaskan king crab and turnip; or yakimono of grilled duck breast deliciously balanced by frothy apple cream and sansho-soy sauce.",1.0,2.0,0.0,"['Air conditioning', 'Notable cocktail list', 'New establishment in the guide']",Not Available,www.odo.nyc,"Closed: Monday, Tuesday-Saturday lunch, Sunday",40.7407048,-73.99299040000002,https://guide.michelin.com/en/new-york-state/new-york/restaurant/odo,United States,US,,200.0,200.0,JAPANESE,1,NY
135,Jungsik,"2 Harrison St., New York, 10013, United States",149.0,235.0,USD,KOREAN,"The cuisine describes itself as “New Korean,” which means it does lean westwards quite considerably; indeed, some of the wonderful sauces turned out of this versatile kitchen wouldn’t be out of place at a grand French table. But what is most impressive here is that the Korean elements of the dishes seem to raise them to another level. Bibimbap composed with gochujang, crispy quinoa and tender Wagyu beef tartare will live long in the memory; while the branzino served simply with white kimchi shows that this is also a kitchen with the utmost confidence in the quality of its ingredients. This is cooking that is original, impeccably executed and enormously satisfying. It’s the sort of food that makes you involuntarily nod to yourself while you’re eating. The space is cool, crisp and elegant; the service team sharp, keen and organized. The impressive acreage could make the dining room unwieldy, but it’s divided up into smaller sections so you never feel like you’re rattling around. It also helps that it’s decorated in a sensual and sophisticated way—Jungsik is an immeasurably good looking restaurant, run with the professionalism that its cooking demands.",2.0,3.0,0.0,"['Air conditioning', 'Notable cocktail list', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms']",+1 212-219-0900,www.jungsik.com,Closed: Monday-Sunday lunch,40.718685,-74.00910999999998,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jungsik,United States,US,,149.0,235.0,KOREAN,1,NY
136,Le Coucou,"138 Lafayette St., New York, 10013, United States",45.0,130.0,USD,FRENCH,"Take one part Chef Daniel Rose, France’s favorite American expat, and add Philadelphia-based power restaurateur Stephen Starr, and you have Le Coucou, with its white-hot scene that’s equal parts classic and cool. Patrons linger late into the night amid plush velvet chairs and custom chandeliers, enjoying exceptional service and a view of the bustling open kitchen. This menu is unapologetically French, though Rose infuses his classics with a strong dose of personality, making powerful traditional dishes that may have fallen by the wayside relevant again. For instance, a selection of “gourmandises” (or more indulgent delicacies) showcases such exemplary classics as pike quenelles or sautéed sweetbreads. The latter achieves prominent flavor when paired with tomato crème, and may be tailed by beef cheek and foie gras terrine in a pitch-perfect sherry vinaigrette. In closing, a venerated rabbit dish is exceptional under the chef’s lead, presented as three acts: gently braised legs in a clear consommé with an array of vegetables; stuffed saddle drizzled with a rustic pan sauce; and the rest matched with delicious mustard-enrobed onions.",1.0,3.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers', 'Open for breakfast']",+1 212-271-4252,www.lecoucou.com,Open lunch & dinner daily,40.719162,-74.00001,https://guide.michelin.com/en/new-york-state/new-york/restaurant/le-coucou,United States,US,,45.0,130.0,FRENCH,1,NY
137,Kanoyama,"175 Second Ave., New York, 10003, United States",50.0,76.0,USD,JAPANESE,"The spotlight shines here on the seriously talented Chef Nobuyuki Shikanai, who commands the rear room’s attention as he performs his magic before the few coveted seats along his omakase counter. Beyond this, the space has a row of tables where you might observe a group indulging in a tuna rib that appears large enough to have come from a cow: first sliced raw, then cooked to enjoy this incredible fish both ways. Unlike the monastic atmosphere often found elsewhere, the mood here is celebratory and upbeat. The service team is swift and friendly even as they work in the shadow of their master. Kanoyama’s omakase is really the only way to experience Chef Shikanai's artistry. It's also profoundly personal, as he displays each morsel with cupped hands, to be taken with your fingers. Pieces are precisely crafted yet delicate and very beautiful in that traditional Edomae style. Overall, the meal is a progression from light and firm fish to vivid and buttery salmon and toro, with exciting stops along the way, including cherry trout hakozushi (box-pressed) or jackfish with grains of Icelandic sea salt and a drizzle of lemon. Finish with an extraordinary block of cake-like tamago.",1.0,2.0,0.0,['Establishment totally or partly reserved for non-smokers'],+1 212-777-5266,www.kanoyama.com,Closed: Monday-Sunday lunch,40.7306576,-73.9864662,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kanoyama,United States,US,,50.0,76.0,JAPANESE,1,NY
138,Gabriel Kreuther,"41 W. 42nd St., New York, 10036, United States",68.0,235.0,USD,CONTEMPORARY,"Distinctively housed at the base of the Grace building, this dining room is modern, beautiful and elegant, with neutral grays and plush leather banquettes; it is also spacious and perfect for celebrating special occasions. Crockery and cutlery are notable—the salt cellar even resembles a gilt apple. Service oscillates between professional and relaxed, but it is always efficient—even your bag will have its own rack. Dishes reflect global sensibilities with a strong creative edge. Nowhere is that more clear than in the precisely cut langoustine tartare, topped with a crispy tuile and wonderfully enriched with cauliflower cream. Foie gras arrives in myriad guises, perhaps as a seared lobe as rich as custard, surrounded by roasted quince, chestnuts and vanilla gastrique. Old-school luxuries extend right through to the cheese trolley. A cocktail list dedicated to the history of Bryant Park, which is located across the street, lends a sense of identity to this already impressive room. As an homage to the eponymous chef’s Alsatian heritage, the wine selection prominently features rieslings, pinot blancs and gewürztraminers. Stop by the lounge for inventive sips and simpler bites.",2.0,3.0,1.0,"['Air conditioning', 'Notable cocktail list', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms']",+1 212-257-5826,www.gknyc.com,"Closed: Saturday lunch, Sunday",40.75397,-73.982025,https://guide.michelin.com/en/new-york-state/new-york/restaurant/gabriel-kreuther,United States,US,,68.0,235.0,CONTEMPORARY,1,NY
